"zvit_date","edrpou_hosp","legal_entity_name_hosp","priority_hosp_area","legal_entity_lat","legal_entity_lng","new_susp"
2020-04-30,"01994416","КНП КАГАРЛИЦЬКОЇ РАЙОННОЇ РАДИ КАГАРЛИЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ","Київська",49.86291758,30.8231225,1
2020-04-30,"01994451","КНП КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ КИЇВСЬКА ОБЛАСНА ДИТЯЧА ЛІКАРНЯ","Київська",50.31867779,30.29485029,1
2020-04-30,"01994497","КНП БРОВАРСЬКА БАГАТОПРОФІЛЬНА КЛІНІЧНА ЛІКАРНЯ БРОВАРСЬКОЇ РАЙОННОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ ТА БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ","Київська",50.51093101,30.76494227,1
2020-04-30,"01994497","КНП БРОВАРСЬКА БАГАТОПРОФІЛЬНА КЛІНІЧНА ЛІКАРНЯ БРОВАРСЬКОЇ РАЙОННОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ ТА БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ","Київська",50.51093101,30.76494227,1
2020-04-30,"26191575","КНП ІРПІНСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ ІРПІНСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ","Київська",50.52509323,30.23623379,1
2020-04-30,"26191575","КНП ІРПІНСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ ІРПІНСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ","Київська",50.52509323,30.23623379,1
2020-04-30,"26191575","КНП ІРПІНСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ ІРПІНСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ","Київська",50.52509323,30.23623379,1
2020-04-30,"41736008","КНП СЛАВУТИЦЬКА МІСЬКА ЛІКАРНЯ СЛАВУТИЦЬКОЇ МІСЬКОЇ РАДИ","Київська",51.5233421,30.7530701,1
2020-04-30,"01994095","КНП ОЛЕКСАНДРІВСЬКА КЛІНІЧНА ЛІКАРНЯ М. КИЄВА ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)","м. Київ",50.43936928,30.52706671,1
2020-04-30,"04350694","КНП КИЇВСЬКА МІСЬКА ДИТЯЧА КЛІНІЧНА ЛІКАРНЯ №1 ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)","м. Київ",50.54259849,30.48940261,1
2020-04-30,"25680295","КНП КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №9 ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)","м. Київ",50.47056122,30.43848982,1
2020-04-30,"01994942","КНП КІРОВОГРАДСЬКА ОБЛАСНА ЛІКАРНЯ КІРОВОГРАДСЬКОЇ ОБЛАСНОЇ РАДИ","Кіровоградська",48.50547429,32.21933442,1
2020-04-30,"01994942","КНП КІРОВОГРАДСЬКА ОБЛАСНА ЛІКАРНЯ КІРОВОГРАДСЬКОЇ ОБЛАСНОЇ РАДИ","Кіровоградська",48.50547429,32.21933442,1
2020-04-30,"01994942","КНП КІРОВОГРАДСЬКА ОБЛАСНА ЛІКАРНЯ КІРОВОГРАДСЬКОЇ ОБЛАСНОЇ РАДИ","Кіровоградська",48.50547429,32.21933442,1
2020-04-30,"05493846","КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО","Кіровоградська",48.51479281,32.23900402,1
2020-04-30,"05493846","КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО","Кіровоградська",48.51479281,32.23900402,1
2020-04-30,"05493846","КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО","Кіровоградська",48.51479281,32.23900402,1
2020-04-30,"05493846","КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО","Кіровоградська",48.51479281,32.23900402,1
2020-04-30,"05493846","КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО","Кіровоградська",48.51479281,32.23900402,1
2020-04-30,"05493846","КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО","Кіровоградська",48.51479281,32.23900402,1
2020-04-30,"05493846","КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО","Кіровоградська",48.51479281,32.23900402,1
2020-04-30,"05493846","КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО","Кіровоградська",48.51479281,32.23900402,1
2020-04-30,"05493846","КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО","Кіровоградська",48.51479281,32.23900402,1
2020-04-30,"05493846","КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО","Кіровоградська",48.51479281,32.23900402,1
2020-04-30,"05493846","КНП ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ МІСЬКОЇ РАДИ МІСТА КРОПИВНИЦЬКОГО","Кіровоградська",48.51479281,32.23900402,1
2020-04-30,"01983559","КНП БІЛОКУРАКИНСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ","Луганська",49.52965439,38.73299678,1
2020-04-30,"01983677","КНП МАРКІВСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ МАРКІВСЬКОЇ РАЙОННОЇ РАДИ","Луганська",49.52100388,39.56206651,1
2020-04-30,"01983714","КНП СТАРОБІЛЬСЬКЕ РАЙОННЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ`ЄДНАННЯ СТАРОБІЛЬСЬКОЇ РАЙОННОЇ РАДИ","Луганська",49.27368528,38.9255483,1
2020-04-30,"04542985","КНП ЛУГАНСЬКОЇ ОБЛАСНОЇ РАДИ ЛУГАНСЬКА ОБЛАСНА ДИТЯЧА КЛІНИЧНА ЛІКАРНЯ","Луганська",48.56802889,39.3103837,1
2020-04-30,"25356637","КНП КРЕМІНСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ КРЕМІНСЬКОЇ РАЙОННОЇ РАДИ","Луганська",49.0422267,38.2176555,1
2020-04-30,"37747995","КНП СЄВЄРОДОНЕЦЬКА  МІСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ СЄВЄРОДОНЕЦЬКОЇ МІСЬКОЇ РАДИ","Луганська",48.95890608,38.49004153,1
2020-04-30,"37747995","КНП СЄВЄРОДОНЕЦЬКА  МІСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ СЄВЄРОДОНЕЦЬКОЇ МІСЬКОЇ РАДИ","Луганська",48.95890608,38.49004153,1
2020-04-30,"01984263","КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ","Львівська",49.8328963,24.05019607,1
2020-04-30,"01984263","КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ","Львівська",49.8328963,24.05019607,1
2020-04-30,"01984263","КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ","Львівська",49.8328963,24.05019607,1
2020-04-30,"01984263","КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ","Львівська",49.8328963,24.05019607,1
2020-04-30,"01984263","КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ","Львівська",49.8328963,24.05019607,1
2020-04-30,"01984263","КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКА ОБЛАСНА ІНФЕКЦІЙНА КЛІНІЧНА ЛІКАРНЯ","Львівська",49.8328963,24.05019607,1
2020-04-30,"01996622","КНП ЛЬВІВСЬКА 1-А МІСЬКА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ КНЯЗЯ ЛЕВА","Львівська",49.846848,24.0312,1
2020-04-30,"01996869","ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ ЧЕРВОНОГРАДСЬКОЇ МІСЬКОЇ РАДИ","Львівська",50.389174,24.24815,1
2020-04-30,"01998147","КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКИЙ РЕГІОНАЛЬНИЙ ФТИЗІОПУЛЬМОНОЛОГІЧНИЙ КЛІНІЧНИЙ ЛІКУВАЛЬНО-ДІАГНОСТИЧНИЙ ЦЕНТР","Львівська",49.78226851,24.09759998,1
2020-04-30,"01998147","КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКИЙ РЕГІОНАЛЬНИЙ ФТИЗІОПУЛЬМОНОЛОГІЧНИЙ КЛІНІЧНИЙ ЛІКУВАЛЬНО-ДІАГНОСТИЧНИЙ ЦЕНТР","Львівська",49.78226851,24.09759998,1
2020-04-30,"01998147","КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКИЙ РЕГІОНАЛЬНИЙ ФТИЗІОПУЛЬМОНОЛОГІЧНИЙ КЛІНІЧНИЙ ЛІКУВАЛЬНО-ДІАГНОСТИЧНИЙ ЦЕНТР","Львівська",49.78226851,24.09759998,1
2020-04-30,"01998147","КНП ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ЛЬВІВСЬКИЙ РЕГІОНАЛЬНИЙ ФТИЗІОПУЛЬМОНОЛОГІЧНИЙ КЛІНІЧНИЙ ЛІКУВАЛЬНО-ДІАГНОСТИЧНИЙ ЦЕНТР","Львівська",49.78226851,24.09759998,1
2020-04-30,"22331468","КНП МІСЬКА ДИТЯЧА КЛІНІЧНА ЛІКАРНЯ М. ЛЬВОВА","Львівська",49.8735761,24.034825,1
2020-04-30,"01998472","КНП ЄЛАНЕЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ЄЛАНЕЦЬКОЇ РАЙОННОЇ РАДИ МИКОЛАЇВСЬКОЇ ОБЛАСТІ","Миколаївська",47.697303,31.8522,1
2020-04-30,"05483138","КНП МИКОЛАЇВСЬКОЇ МІСЬКОЇ РАДИ ПОЛОГОВИЙ БУДИНОК №1","Миколаївська",46.973613,32.01963,1
2020-04-30,"43443474","КНП МИКОЛАЇВСЬКИЙ ОБЛАСНИЙ ЦЕНТР ЛІКУВАННЯ ІНФЕКЦІЙНИХ ХВОРОБ МИКОЛАЇВСЬКОЇ ОБЛАСНОЇ РАДИ","Миколаївська",46.93657128,32.0356777,1
2020-04-30,"01994072","КНП КЛІНІЧНА ЛІКАРНЯ ПСИХІАТРІЯ ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)","м. Київ",50.483988,30.47271,1
2020-04-30,"01994072","КНП КЛІНІЧНА ЛІКАРНЯ ПСИХІАТРІЯ ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)","м. Київ",50.483988,30.47271,1
2020-04-30,"01994095","КНП ОЛЕКСАНДРІВСЬКА КЛІНІЧНА ЛІКАРНЯ М. КИЄВА ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)","м. Київ",50.43936928,30.52706671,1
2020-04-30,"01994095","КНП ОЛЕКСАНДРІВСЬКА КЛІНІЧНА ЛІКАРНЯ М. КИЄВА ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)","м. Київ",50.43936928,30.52706671,1
2020-04-30,"01994095","КНП ОЛЕКСАНДРІВСЬКА КЛІНІЧНА ЛІКАРНЯ М. КИЄВА ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)","м. Київ",50.43936928,30.52706671,1
2020-04-30,"02011893","ДУ НАЦІОНАЛЬНИЙ НАУКОВИЙ ЦЕНТР ІНСТИТУТ КАРДІОЛОГІЇ ІМЕНІ АКАДЕМІКА М.Д.СТРАЖЕСКА  НАЦІОНАЛЬНОЇ АКАДЕМІЇ МЕДИЧНИХ НАУК УКРАЇНИ","м. Київ",50.421182,30.45608,1
2020-04-30,"05415958","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ  ПІДПРИЄМСТВО КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №3 ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ) ","м. Київ",50.47723,30.60217,1
2020-04-30,"05497146","КНП КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №8 ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)","м. Київ",50.52346343,30.4637498,1
